00400000	MZ	"MZ"	char[2]
00a58b48	Improper link	"Improper link"	ds
00a58b58	File exists	"File exists"	ds
00a58b64	Resource device	"Resource device"	ds
00a58b74	Bad address	"Bad address"	ds
00a58b80	Permission denied	"Permission denied"	ds
00a58b94	Not enough space	"Not enough space"	ds
00a58ba8	Resource temporarily unavailable	"Resource temporarily unavailable"	ds
00a58bcc	No child processes	"No child processes"	ds
00a58be0	Bad file descriptor	"Bad file descriptor"	ds
00a58bf4	Exec format error	"Exec format error"	ds
00a58c08	Arg list too long	"Arg list too long"	ds
00a58c1c	No such device or address	"No such device or address"	ds
00a58c38	Input/output error	"Input/output error"	ds
00a58c4c	Interrupted function call	"Interrupted function call"	ds
00a58c68	No such process	"No such process"	ds
00a58c78	No such file or directory	"No such file or directory"	ds
00a58c94	Operation not permitted	"Operation not permitted"	ds
00a58cac	No error	"No error"	ds
00a58ce8	string too long	"string too long"	ds
00a58cf8	invalid string position	"invalid string position"	ds
00a58d10	CreateProcessW	"CreateProcessW"	ds
00a58d20	RegQueryValueExW	"RegQueryValueExW"	ds
00a58d34	RegOpenKeyExW	"RegOpenKeyExW"	ds
00a58d44	RegSetValueExW	"RegSetValueExW"	ds
00a58d54	RegCreateKeyExW	"RegCreateKeyExW"	ds
00a58d64	CreateFileW	"CreateFileW"	ds
00a58d70	GetModuleHandleW	"GetModuleHandleW"	ds
00a58d84	GetModuleFileNameW	"GetModuleFileNameW"	ds
00a58d98	CallWindowProcA	"CallWindowProcA"	ds
00a58da8	SetWindowTextW	"SetWindowTextW"	ds
00a58db8	GetDiskFreeSpaceExW	"GetDiskFreeSpaceExW"	ds
00a58dcc	LoadLibraryW	"LoadLibraryW"	ds
00a58ddc	GetVersionExW	"GetVersionExW"	ds
00a5909f	?nvapi.dll	"?nvapi.dll"	ds
00a590aa	nvapi_QueryInterface	"nvapi_QueryInterface"	ds
00a593a8	Material Bank: Liquid type [%d] not found, defaulting to water!	"Material Bank: Liquid type [%d] not found, defaulting to water!"	ds
00a593e8	procedural	"procedural"	ds
00a593f8	Settings Bank: Liquid type [%d] not found, defaulting to water!	"Settings Bank: Liquid type [%d] not found, defaulting to water!"	ds
00a59438	proceduralRiverDepthTex	"proceduralRiverDepthTex"	ds
00a59450	proceduralOceanDepthTex	"proceduralOceanDepthTex"	ds
00a59468	proceduralWmoWaterTex	"proceduralWmoWaterTex"	ds
00a594f0	psLiquidProcWater%s	"psLiquidProcWater%s"	ds
00a59504	vsLiquidProcWater%s	"vsLiquidProcWater%s"	ds
00a59524	psLiquidWater	"psLiquidWater"	ds
00a59534	vsLiquidWater	"vsLiquidWater"	ds
00a59550	psLiquidWaterNoSpec	"psLiquidWaterNoSpec"	ds
00a59564	vsLiquidWaterNoSpec	"vsLiquidWaterNoSpec"	ds
00a59584	psLiquidMagma	"psLiquidMagma"	ds
00a59594	vsLiquidMagma	"vsLiquidMagma"	ds
00a595b0	IceTroll	"IceTroll"	ds
00a595bc	NorthrendSkeleton	"NorthrendSkeleton"	ds
00a595d0	Taunka	"Taunka"	ds
00a595d8	ForestTroll	"ForestTroll"	ds
00a595e4	Tuskarr	"Tuskarr"	ds
00a595ec	Vrykul	"Vrykul"	ds
00a595f4	Skeleton	"Skeleton"	ds
00a59600	Broken	"Broken"	ds
00a59608	Naga_	"Naga_"	ds
00a59610	FelOrc	"FelOrc"	ds
00a59618	Draenei	"Draenei"	ds
00a59620	BloodElf	"BloodElf"	ds
00a5962c	Goblin	"Goblin"	ds
00a59634	Scourge	"Scourge"	ds
00a5963c	DBFilesClient\Spell.dbc	"DBFilesClient\\Spell.dbc"	ds
00a59654	DBFilesClient\ItemDisplayInfo.dbc	"DBFilesClient\\ItemDisplayInfo.dbc"	ds
00a59678	DBFilesClient\VehicleUIIndicator.dbc	"DBFilesClient\\VehicleUIIndicator.dbc"	ds
00a596a0	DBFilesClient\Achievement.dbc	"DBFilesClient\\Achievement.dbc"	ds
00a596c0	DBFilesClient\Achievement_Criteria.dbc	"DBFilesClient\\Achievement_Criteria.dbc"	ds
00a596e8	DBFilesClient\Achievement_Category.dbc	"DBFilesClient\\Achievement_Category.dbc"	ds
00a59710	DBFilesClient\AnimationData.dbc	"DBFilesClient\\AnimationData.dbc"	ds
00a59730	DBFilesClient\AreaGroup.dbc	"DBFilesClient\\AreaGroup.dbc"	ds
00a5974c	DBFilesClient\AreaPOI.dbc	"DBFilesClient\\AreaPOI.dbc"	ds
00a59768	DBFilesClient\AreaTable.dbc	"DBFilesClient\\AreaTable.dbc"	ds
00a59784	DBFilesClient\AreaTrigger.dbc	"DBFilesClient\\AreaTrigger.dbc"	ds
00a597a4	DBFilesClient\AttackAnimKits.dbc	"DBFilesClient\\AttackAnimKits.dbc"	ds
00a597c8	DBFilesClient\AttackAnimTypes.dbc	"DBFilesClient\\AttackAnimTypes.dbc"	ds
00a597ec	DBFilesClient\AuctionHouse.dbc	"DBFilesClient\\AuctionHouse.dbc"	ds
00a5980c	DBFilesClient\BankBagSlotPrices.dbc	"DBFilesClient\\BankBagSlotPrices.dbc"	ds
00a59830	DBFilesClient\BannedAddOns.dbc	"DBFilesClient\\BannedAddOns.dbc"	ds
00a59850	DBFilesClient\BarberShopStyle.dbc	"DBFilesClient\\BarberShopStyle.dbc"	ds
00a59874	DBFilesClient\BattlemasterList.dbc	"DBFilesClient\\BattlemasterList.dbc"	ds
00a59898	DBFilesClient\CameraShakes.dbc	"DBFilesClient\\CameraShakes.dbc"	ds
00a598b8	DBFilesClient\Cfg_Categories.dbc	"DBFilesClient\\Cfg_Categories.dbc"	ds
00a598dc	DBFilesClient\Cfg_Configs.dbc	"DBFilesClient\\Cfg_Configs.dbc"	ds
00a598fc	DBFilesClient\CharBaseInfo.dbc	"DBFilesClient\\CharBaseInfo.dbc"	ds
00a5991c	DBFilesClient\CharHairGeosets.dbc	"DBFilesClient\\CharHairGeosets.dbc"	ds
00a59940	DBFilesClient\CharStartOutfit.dbc	"DBFilesClient\\CharStartOutfit.dbc"	ds
00a59964	DBFilesClient\CharTitles.dbc	"DBFilesClient\\CharTitles.dbc"	ds
00a59984	DBFilesClient\CharacterFacialHairStyles.dbc	"DBFilesClient\\CharacterFacialHairStyles.dbc"	ds
00a599b0	DBFilesClient\ChatChannels.dbc	"DBFilesClient\\ChatChannels.dbc"	ds
00a599d0	DBFilesClient\ChatProfanity.dbc	"DBFilesClient\\ChatProfanity.dbc"	ds
00a599f0	DBFilesClient\ChrClasses.dbc	"DBFilesClient\\ChrClasses.dbc"	ds
00a59a10	DBFilesClient\ChrRaces.dbc	"DBFilesClient\\ChrRaces.dbc"	ds
00a59a2c	DBFilesClient\CinematicCamera.dbc	"DBFilesClient\\CinematicCamera.dbc"	ds
00a59a50	DBFilesClient\CinematicSequences.dbc	"DBFilesClient\\CinematicSequences.dbc"	ds
00a59a78	DBFilesClient\CreatureDisplayInfoExtra.dbc	"DBFilesClient\\CreatureDisplayInfoExtra.dbc"	ds
00a59aa4	DBFilesClient\CreatureDisplayInfo.dbc	"DBFilesClient\\CreatureDisplayInfo.dbc"	ds
00a59acc	DBFilesClient\CreatureFamily.dbc	"DBFilesClient\\CreatureFamily.dbc"	ds
00a59af0	DBFilesClient\CreatureModelData.dbc	"DBFilesClient\\CreatureModelData.dbc"	ds
00a59b14	DBFilesClient\CreatureMovementInfo.dbc	"DBFilesClient\\CreatureMovementInfo.dbc"	ds
00a59b3c	DBFilesClient\CreatureSoundData.dbc	"DBFilesClient\\CreatureSoundData.dbc"	ds
00a59b60	DBFilesClient\CreatureSpellData.dbc	"DBFilesClient\\CreatureSpellData.dbc"	ds
00a59b84	DBFilesClient\CreatureType.dbc	"DBFilesClient\\CreatureType.dbc"	ds
00a59ba4	DBFilesClient\CurrencyTypes.dbc	"DBFilesClient\\CurrencyTypes.dbc"	ds
00a59bc4	DBFilesClient\CurrencyCategory.dbc	"DBFilesClient\\CurrencyCategory.dbc"	ds
00a59be8	DBFilesClient\DanceMoves.dbc	"DBFilesClient\\DanceMoves.dbc"	ds
00a59c08	DBFilesClient\DeathThudLookups.dbc	"DBFilesClient\\DeathThudLookups.dbc"	ds
00a59c2c	DBFilesClient\DeclinedWord.dbc	"DBFilesClient\\DeclinedWord.dbc"	ds
00a59c4c	DBFilesClient\DeclinedWordCases.dbc	"DBFilesClient\\DeclinedWordCases.dbc"	ds
00a59c70	DBFilesClient\DestructibleModelData.dbc	"DBFilesClient\\DestructibleModelData.dbc"	ds
00a59c98	DBFilesClient\DungeonEncounter.dbc	"DBFilesClient\\DungeonEncounter.dbc"	ds
00a59cbc	DBFilesClient\DungeonMap.dbc	"DBFilesClient\\DungeonMap.dbc"	ds
00a59cdc	DBFilesClient\DungeonMapChunk.dbc	"DBFilesClient\\DungeonMapChunk.dbc"	ds
00a59d00	DBFilesClient\DurabilityCosts.dbc	"DBFilesClient\\DurabilityCosts.dbc"	ds
00a59d24	DBFilesClient\DurabilityQuality.dbc	"DBFilesClient\\DurabilityQuality.dbc"	ds
00a59d48	DBFilesClient\Emotes.dbc	"DBFilesClient\\Emotes.dbc"	ds
00a59d64	DBFilesClient\EmotesTextData.dbc	"DBFilesClient\\EmotesTextData.dbc"	ds
00a59d88	DBFilesClient\EmotesTextSound.dbc	"DBFilesClient\\EmotesTextSound.dbc"	ds
00a59dac	DBFilesClient\EmotesText.dbc	"DBFilesClient\\EmotesText.dbc"	ds
00a59dcc	DBFilesClient\EnvironmentalDamage.dbc	"DBFilesClient\\EnvironmentalDamage.dbc"	ds
00a59df4	DBFilesClient\Exhaustion.dbc	"DBFilesClient\\Exhaustion.dbc"	ds
00a59e14	DBFilesClient\FactionGroup.dbc	"DBFilesClient\\FactionGroup.dbc"	ds
00a59e34	DBFilesClient\Faction.dbc	"DBFilesClient\\Faction.dbc"	ds
00a59e50	DBFilesClient\FactionTemplate.dbc	"DBFilesClient\\FactionTemplate.dbc"	ds
00a59e74	DBFilesClient\FileData.dbc	"DBFilesClient\\FileData.dbc"	ds
00a59e90	DBFilesClient\FootprintTextures.dbc	"DBFilesClient\\FootprintTextures.dbc"	ds
00a59eb4	DBFilesClient\FootstepTerrainLookup.dbc	"DBFilesClient\\FootstepTerrainLookup.dbc"	ds
00a59edc	DBFilesClient\GameObjectArtKit.dbc	"DBFilesClient\\GameObjectArtKit.dbc"	ds
00a59f00	DBFilesClient\GameObjectDisplayInfo.dbc	"DBFilesClient\\GameObjectDisplayInfo.dbc"	ds
00a59f28	DBFilesClient\GameTables.dbc	"DBFilesClient\\GameTables.dbc"	ds
00a59f48	DBFilesClient\GameTips.dbc	"DBFilesClient\\GameTips.dbc"	ds
00a59f64	DBFilesClient\GemProperties.dbc	"DBFilesClient\\GemProperties.dbc"	ds
00a59f84	DBFilesClient\GlyphProperties.dbc	"DBFilesClient\\GlyphProperties.dbc"	ds
00a59fa8	DBFilesClient\GlyphSlot.dbc	"DBFilesClient\\GlyphSlot.dbc"	ds
00a59fc4	DBFilesClient\GMSurveyAnswers.dbc	"DBFilesClient\\GMSurveyAnswers.dbc"	ds
00a59fe8	DBFilesClient\GMSurveyCurrentSurvey.dbc	"DBFilesClient\\GMSurveyCurrentSurvey.dbc"	ds
00a5a010	DBFilesClient\GMSurveyQuestions.dbc	"DBFilesClient\\GMSurveyQuestions.dbc"	ds
00a5a034	DBFilesClient\GMSurveySurveys.dbc	"DBFilesClient\\GMSurveySurveys.dbc"	ds
00a5a058	DBFilesClient\GMTicketCategory.dbc	"DBFilesClient\\GMTicketCategory.dbc"	ds
00a5a07c	DBFilesClient\GroundEffectDoodad.dbc	"DBFilesClient\\GroundEffectDoodad.dbc"	ds
00a5a0a4	DBFilesClient\GroundEffectTexture.dbc	"DBFilesClient\\GroundEffectTexture.dbc"	ds
00a5a0cc	DBFilesClient\gtBarberShopCostBase.dbc	"DBFilesClient\\gtBarberShopCostBase.dbc"	ds
00a5a0f4	DBFilesClient\gtCombatRatings.dbc	"DBFilesClient\\gtCombatRatings.dbc"	ds
00a5a118	DBFilesClient\gtChanceToMeleeCrit.dbc	"DBFilesClient\\gtChanceToMeleeCrit.dbc"	ds
00a5a140	DBFilesClient\gtChanceToMeleeCritBase.dbc	"DBFilesClient\\gtChanceToMeleeCritBase.dbc"	ds
00a5a16c	DBFilesClient\gtChanceToSpellCrit.dbc	"DBFilesClient\\gtChanceToSpellCrit.dbc"	ds
00a5a194	DBFilesClient\gtChanceToSpellCritBase.dbc	"DBFilesClient\\gtChanceToSpellCritBase.dbc"	ds
00a5a1c0	DBFilesClient\gtNPCManaCostScaler.dbc	"DBFilesClient\\gtNPCManaCostScaler.dbc"	ds
00a5a1e8	DBFilesClient\gtOCTClassCombatRatingScalar.dbc	"DBFilesClient\\gtOCTClassCombatRatingScalar.dbc"	ds
00a5a218	DBFilesClient\gtOCTRegenHP.dbc	"DBFilesClient\\gtOCTRegenHP.dbc"	ds
00a5a238	DBFilesClient\gtOCTRegenMP.dbc	"DBFilesClient\\gtOCTRegenMP.dbc"	ds
00a5a258	DBFilesClient\gtRegenHPPerSpt.dbc	"DBFilesClient\\gtRegenHPPerSpt.dbc"	ds
00a5a27c	DBFilesClient\gtRegenMPPerSpt.dbc	"DBFilesClient\\gtRegenMPPerSpt.dbc"	ds
00a5a2a0	DBFilesClient\HelmetGeosetVisData.dbc	"DBFilesClient\\HelmetGeosetVisData.dbc"	ds
00a5a2c8	DBFilesClient\HolidayDescriptions.dbc	"DBFilesClient\\HolidayDescriptions.dbc"	ds
00a5a2f0	DBFilesClient\HolidayNames.dbc	"DBFilesClient\\HolidayNames.dbc"	ds
00a5a310	DBFilesClient\Holidays.dbc	"DBFilesClient\\Holidays.dbc"	ds
00a5a32c	DBFilesClient\Item.dbc	"DBFilesClient\\Item.dbc"	ds
00a5a344	DBFilesClient\ItemBagFamily.dbc	"DBFilesClient\\ItemBagFamily.dbc"	ds
00a5a364	DBFilesClient\ItemClass.dbc	"DBFilesClient\\ItemClass.dbc"	ds
00a5a380	DBFilesClient\ItemCondExtCosts.dbc	"DBFilesClient\\ItemCondExtCosts.dbc"	ds
00a5a3a4	DBFilesClient\ItemExtendedCost.dbc	"DBFilesClient\\ItemExtendedCost.dbc"	ds
00a5a3c8	DBFilesClient\ItemGroupSounds.dbc	"DBFilesClient\\ItemGroupSounds.dbc"	ds
00a5a3ec	DBFilesClient\ItemLimitCategory.dbc	"DBFilesClient\\ItemLimitCategory.dbc"	ds
00a5a410	DBFilesClient\ItemPetFood.dbc	"DBFilesClient\\ItemPetFood.dbc"	ds
00a5a430	DBFilesClient\ItemPurchaseGroup.dbc	"DBFilesClient\\ItemPurchaseGroup.dbc"	ds
00a5a454	DBFilesClient\ItemRandomProperties.dbc	"DBFilesClient\\ItemRandomProperties.dbc"	ds
00a5a47c	DBFilesClient\ItemRandomSuffix.dbc	"DBFilesClient\\ItemRandomSuffix.dbc"	ds
00a5a4a0	DBFilesClient\ItemSet.dbc	"DBFilesClient\\ItemSet.dbc"	ds
00a5a4bc	DBFilesClient\ItemSubClassMask.dbc	"DBFilesClient\\ItemSubClassMask.dbc"	ds
00a5a4e0	DBFilesClient\ItemSubClass.dbc	"DBFilesClient\\ItemSubClass.dbc"	ds
00a5a500	DBFilesClient\ItemVisualEffects.dbc	"DBFilesClient\\ItemVisualEffects.dbc"	ds
00a5a524	DBFilesClient\ItemVisuals.dbc	"DBFilesClient\\ItemVisuals.dbc"	ds
00a5a544	DBFilesClient\LanguageWords.dbc	"DBFilesClient\\LanguageWords.dbc"	ds
00a5a564	DBFilesClient\Languages.dbc	"DBFilesClient\\Languages.dbc"	ds
00a5a580	DBFilesClient\LfgDungeonExpansion.dbc	"DBFilesClient\\LfgDungeonExpansion.dbc"	ds
00a5a5a8	DBFilesClient\LfgDungeonGroup.dbc	"DBFilesClient\\LfgDungeonGroup.dbc"	ds
00a5a5cc	DBFilesClient\LfgDungeons.dbc	"DBFilesClient\\LfgDungeons.dbc"	ds
00a5a5ec	DBFilesClient\LiquidType.dbc	"DBFilesClient\\LiquidType.dbc"	ds
00a5a60c	DBFilesClient\LiquidMaterial.dbc	"DBFilesClient\\LiquidMaterial.dbc"	ds
00a5a630	DBFilesClient\LoadingScreens.dbc	"DBFilesClient\\LoadingScreens.dbc"	ds
00a5a654	DBFilesClient\LoadingScreenTaxiSplines.dbc	"DBFilesClient\\LoadingScreenTaxiSplines.dbc"	ds
00a5a680	DBFilesClient\Lock.dbc	"DBFilesClient\\Lock.dbc"	ds
00a5a698	DBFilesClient\LockType.dbc	"DBFilesClient\\LockType.dbc"	ds
00a5a6b4	DBFilesClient\MailTemplate.dbc	"DBFilesClient\\MailTemplate.dbc"	ds
00a5a6d4	DBFilesClient\Map.dbc	"DBFilesClient\\Map.dbc"	ds
00a5a6ec	DBFilesClient\MapDifficulty.dbc	"DBFilesClient\\MapDifficulty.dbc"	ds
00a5a70c	DBFilesClient\Material.dbc	"DBFilesClient\\Material.dbc"	ds
00a5a728	DBFilesClient\Movie.dbc	"DBFilesClient\\Movie.dbc"	ds
00a5a740	DBFilesClient\MovieFileData.dbc	"DBFilesClient\\MovieFileData.dbc"	ds
00a5a760	DBFilesClient\MovieVariation.dbc	"DBFilesClient\\MovieVariation.dbc"	ds
00a5a784	DBFilesClient\NameGen.dbc	"DBFilesClient\\NameGen.dbc"	ds
00a5a7a0	DBFilesClient\NPCSounds.dbc	"DBFilesClient\\NPCSounds.dbc"	ds
00a5a7bc	DBFilesClient\OverrideSpellData.dbc	"DBFilesClient\\OverrideSpellData.dbc"	ds
00a5a7e0	DBFilesClient\Package.dbc	"DBFilesClient\\Package.dbc"	ds
00a5a7fc	DBFilesClient\PageTextMaterial.dbc	"DBFilesClient\\PageTextMaterial.dbc"	ds
00a5a820	DBFilesClient\PaperDollItemFrame.dbc	"DBFilesClient\\PaperDollItemFrame.dbc"	ds
00a5a848	DBFilesClient\ParticleColor.dbc	"DBFilesClient\\ParticleColor.dbc"	ds
00a5a868	DBFilesClient\PetPersonality.dbc	"DBFilesClient\\PetPersonality.dbc"	ds
00a5a88c	DBFilesClient\PowerDisplay.dbc	"DBFilesClient\\PowerDisplay.dbc"	ds
00a5a8ac	DBFilesClient\PvpDifficulty.dbc	"DBFilesClient\\PvpDifficulty.dbc"	ds
00a5a8cc	DBFilesClient\QuestFactionReward.dbc	"DBFilesClient\\QuestFactionReward.dbc"	ds
00a5a8f4	DBFilesClient\QuestInfo.dbc	"DBFilesClient\\QuestInfo.dbc"	ds
00a5a910	DBFilesClient\QuestSort.dbc	"DBFilesClient\\QuestSort.dbc"	ds
00a5a92c	DBFilesClient\QuestXP.dbc	"DBFilesClient\\QuestXP.dbc"	ds
00a5a948	DBFilesClient\RandPropPoints.dbc	"DBFilesClient\\RandPropPoints.dbc"	ds
00a5a96c	DBFilesClient\Resistances.dbc	"DBFilesClient\\Resistances.dbc"	ds
00a5a98c	DBFilesClient\ScalingStatDistribution.dbc	"DBFilesClient\\ScalingStatDistribution.dbc"	ds
00a5a9b8	DBFilesClient\ScalingStatValues.dbc	"DBFilesClient\\ScalingStatValues.dbc"	ds
00a5a9dc	DBFilesClient\ScreenEffect.dbc	"DBFilesClient\\ScreenEffect.dbc"	ds
00a5a9fc	DBFilesClient\ServerMessages.dbc	"DBFilesClient\\ServerMessages.dbc"	ds
